START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,START_TS,END_TS,duration_min,date,year,month,month_name,weekday,hour,day-night,MONTH,DAY
2/21/2016 14:36,2/21/2016 15:03,Business,Unknown Location,Islamabad,13.0,Temporary Site,2016-02-21 14:36:00,2016-02-21 15:03:00,27.0,2016-02-21,2016,2,February,Sunday,14,Afternoon,Feb,Sun
2/21/2016 15:14,2/21/2016 15:31,Business,Islamabad,Noorpur Shahan,8.1,Temporary Site,2016-02-21 15:14:00,2016-02-21 15:31:00,17.0,2016-02-21,2016,2,February,Sunday,15,Afternoon,Feb,Sun
2/21/2016 15:36,2/21/2016 15:41,Business,Noorpur Shahan,Unknown Location,2.2,Meal/Entertain,2016-02-21 15:36:00,2016-02-21 15:41:00,5.0,2016-02-21,2016,2,February,Sunday,15,Afternoon,Feb,Sun
2/21/2016 23:15,2/21/2016 23:52,Business,Unknown Location,R?walpindi,20.0,Meeting,2016-02-21 23:15:00,2016-02-21 23:52:00,37.0,2016-02-21,2016,2,February,Sunday,23,Night,Feb,Sun
2/22/2016 21:54,2/22/2016 22:09,Business,Morrisville,Cary,8.1,Customer Visit,2016-02-22 21:54:00,2016-02-22 22:09:00,15.0,2016-02-22,2016,2,February,Monday,21,Night,Feb,Mon
2/24/2016 15:19,2/24/2016 15:25,Business,Preston,Whitebridge,1.7,Errand/Supplies,2016-02-24 15:19:00,2016-02-24 15:25:00,6.0,2016-02-24,2016,2,February,Wednesday,15,Afternoon,Feb,Wed
2/25/2016 16:27,2/25/2016 16:35,Business,Whitebridge,Heritage Pines,3.1,Errand/Supplies,2016-02-25 16:27:00,2016-02-25 16:35:00,8.0,2016-02-25,2016,2,February,Thursday,16,Evening,Feb,Thus
2/25/2016 16:47,2/25/2016 17:02,Business,Heritage Pines,Whitebridge,3.2,Errand/Supplies,2016-02-25 16:47:00,2016-02-25 17:02:00,15.0,2016-02-25,2016,2,February,Thursday,16,Evening,Feb,Thus
2/25/2016 17:16,2/25/2016 17:36,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,2016-02-25 17:16:00,2016-02-25 17:36:00,20.0,2016-02-25,2016,2,February,Thursday,17,Evening,Feb,Thus
2/25/2016 18:22,2/25/2016 18:39,Business,Tanglewood,Whitebridge,5.8,Meal/Entertain,2016-02-25 18:22:00,2016-02-25 18:39:00,17.0,2016-02-25,2016,2,February,Thursday,18,Evening,Feb,Thus
2/26/2016 11:35,2/26/2016 11:59,Business,Cary,Durham,10.6,Meeting,2016-02-26 11:35:00,2016-02-26 11:59:00,24.0,2016-02-26,2016,2,February,Friday,11,Afternoon,Feb,Fri
2/26/2016 13:01,2/26/2016 13:24,Business,Durham,Cary,9.9,Meeting,2016-02-26 13:01:00,2016-02-26 13:24:00,23.0,2016-02-26,2016,2,February,Friday,13,Afternoon,Feb,Fri
2/28/2016 5:22,2/28/2016 5:38,Business,Whitebridge,Waverly Place,7.7,Meeting,2016-02-28 05:22:00,2016-02-28 05:38:00,16.0,2016-02-28,2016,2,February,Sunday,5,Morning,Feb,Sun
2/28/2016 9:26,2/28/2016 9:42,Business,Waverly Place,Whitebridge,6.8,Meeting,2016-02-28 09:26:00,2016-02-28 09:42:00,16.0,2016-02-28,2016,2,February,Sunday,9,Morning,Feb,Sun
2/29/2016 11:30,2/29/2016 11:40,Business,Cary,Apex,3.8,Meeting,2016-02-29 11:30:00,2016-02-29 11:40:00,10.0,2016-02-29,2016,2,February,Monday,11,Afternoon,Feb,Mon
2/29/2016 12:36,2/29/2016 12:48,Business,Apex,Cary,5.6,Meeting,2016-02-29 12:36:00,2016-02-29 12:48:00,12.0,2016-02-29,2016,2,February,Monday,12,Afternoon,Feb,Mon
2/29/2016 16:40,2/29/2016 17:00,Business,Hazelwood,Whitebridge,6.6,Customer Visit,2016-02-29 16:40:00,2016-02-29 17:00:00,20.0,2016-02-29,2016,2,February,Monday,16,Evening,Feb,Mon
03-01-2016 18:47,03-01-2016 19:10,Business,Whitebridge,Wayne Ridge,8.0,Meal/Entertain,2016-03-01 18:47:00,2016-03-01 19:10:00,23.0,2016-03-01,2016,3,March,Tuesday,18,Evening,Mar,Tues
03-01-2016 21:27,03-01-2016 21:45,Business,Wayne Ridge,Whitebridge,8.0,Meeting,2016-03-01 21:27:00,2016-03-01 21:45:00,18.0,2016-03-01,2016,3,March,Tuesday,21,Night,Mar,Tues
03-03-2016 11:04,03-03-2016 11:10,Business,Westpark Place,Whitebridge,2.3,Errand/Supplies,2016-03-03 11:04:00,2016-03-03 11:10:00,6.0,2016-03-03,2016,3,March,Thursday,11,Afternoon,Mar,Thus
03-03-2016 14:44,03-03-2016 14:58,Business,Whitebridge,Northwoods,5.2,Meal/Entertain,2016-03-03 14:44:00,2016-03-03 14:58:00,14.0,2016-03-03,2016,3,March,Thursday,14,Afternoon,Mar,Thus
03-03-2016 15:27,03-03-2016 15:48,Business,Cary,Raleigh,7.6,Customer Visit,2016-03-03 15:27:00,2016-03-03 15:48:00,21.0,2016-03-03,2016,3,March,Thursday,15,Afternoon,Mar,Thus
03-03-2016 16:02,03-03-2016 16:42,Business,Raleigh,Cary,17.3,Meeting,2016-03-03 16:02:00,2016-03-03 16:42:00,40.0,2016-03-03,2016,3,March,Thursday,16,Evening,Mar,Thus
03-04-2016 07:47,03-04-2016 08:06,Business,Cary,Durham,9.9,Meeting,2016-03-04 07:47:00,2016-03-04 08:06:00,19.0,2016-03-04,2016,3,March,Friday,7,Morning,Mar,Fri
03-04-2016 09:46,03-04-2016 10:03,Business,Durham,Cary,9.9,Customer Visit,2016-03-04 09:46:00,2016-03-04 10:03:00,17.0,2016-03-04,2016,3,March,Friday,9,Morning,Mar,Fri
03-04-2016 11:46,03-04-2016 12:06,Business,Cary,Durham,10.4,Meeting,2016-03-04 11:46:00,2016-03-04 12:06:00,20.0,2016-03-04,2016,3,March,Friday,11,Afternoon,Mar,Fri
03-04-2016 13:03,03-04-2016 13:25,Business,Durham,Cary,10.9,Meeting,2016-03-04 13:03:00,2016-03-04 13:25:00,22.0,2016-03-04,2016,3,March,Friday,13,Afternoon,Mar,Fri
03-04-2016 13:40,03-04-2016 14:09,Business,Cary,Raleigh,15.7,Customer Visit,2016-03-04 13:40:00,2016-03-04 14:09:00,29.0,2016-03-04,2016,3,March,Friday,13,Afternoon,Mar,Fri
03-04-2016 15:56,03-04-2016 16:08,Business,Raleigh,Raleigh,4.9,Meal/Entertain,2016-03-04 15:56:00,2016-03-04 16:08:00,12.0,2016-03-04,2016,3,March,Friday,15,Afternoon,Mar,Fri
03-04-2016 16:16,03-04-2016 16:22,Business,Fayetteville Street,Depot Historic District,0.8,Errand/Supplies,2016-03-04 16:16:00,2016-03-04 16:22:00,6.0,2016-03-04,2016,3,March,Friday,16,Evening,Mar,Fri
03-04-2016 16:43,03-04-2016 17:12,Business,Raleigh,Cary,13.5,Meeting,2016-03-04 16:43:00,2016-03-04 17:12:00,29.0,2016-03-04,2016,3,March,Friday,16,Evening,Mar,Fri
03-04-2016 19:02,03-04-2016 19:08,Business,Cary,Morrisville,1.9,Temporary Site,2016-03-04 19:02:00,2016-03-04 19:08:00,6.0,2016-03-04,2016,3,March,Friday,19,Evening,Mar,Fri
03-04-2016 19:16,03-04-2016 19:25,Business,Morrisville,Cary,2.0,Meal/Entertain,2016-03-04 19:16:00,2016-03-04 19:25:00,9.0,2016-03-04,2016,3,March,Friday,19,Evening,Mar,Fri
03-05-2016 11:44,03-05-2016 11:59,Business,Cary,Morrisville,6.5,Meal/Entertain,2016-03-05 11:44:00,2016-03-05 11:59:00,15.0,2016-03-05,2016,3,March,Saturday,11,Afternoon,Mar,Sat
03-05-2016 14:39,03-05-2016 15:01,Business,Whitebridge,Wayne Ridge,7.8,Meal/Entertain,2016-03-05 14:39:00,2016-03-05 15:01:00,22.0,2016-03-05,2016,3,March,Saturday,14,Afternoon,Mar,Sat
03-05-2016 16:52,03-05-2016 17:13,Business,Cary,Morrisville,7.8,Meal/Entertain,2016-03-05 16:52:00,2016-03-05 17:13:00,21.0,2016-03-05,2016,3,March,Saturday,16,Evening,Mar,Sat
03-05-2016 17:23,03-05-2016 17:34,Business,Morrisville,Cary,3.9,Meal/Entertain,2016-03-05 17:23:00,2016-03-05 17:34:00,11.0,2016-03-05,2016,3,March,Saturday,17,Evening,Mar,Sat
03-07-2016 09:10,03-07-2016 09:20,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,2016-03-07 09:10:00,2016-03-07 09:20:00,10.0,2016-03-07,2016,3,March,Monday,9,Morning,Mar,Mon
03-07-2016 09:23,03-07-2016 09:47,Business,Cary,Raleigh,12.4,Customer Visit,2016-03-07 09:23:00,2016-03-07 09:47:00,24.0,2016-03-07,2016,3,March,Monday,9,Morning,Mar,Mon
03-07-2016 12:10,03-07-2016 12:26,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit,2016-03-07 12:10:00,2016-03-07 12:26:00,16.0,2016-03-07,2016,3,March,Monday,12,Afternoon,Mar,Mon
03-07-2016 13:57,03-07-2016 14:18,Business,Meredith Townes,Leesville Hollow,9.4,Meeting,2016-03-07 13:57:00,2016-03-07 14:18:00,21.0,2016-03-07,2016,3,March,Monday,13,Afternoon,Mar,Mon
03-07-2016 15:19,03-07-2016 15:45,Business,Raleigh,Cary,11.9,Between Offices,2016-03-07 15:19:00,2016-03-07 15:45:00,26.0,2016-03-07,2016,3,March,Monday,15,Afternoon,Mar,Mon
03-08-2016 14:38,03-08-2016 14:55,Business,Whitebridge,Waverly Place,7.2,Between Offices,2016-03-08 14:38:00,2016-03-08 14:55:00,17.0,2016-03-08,2016,3,March,Tuesday,14,Afternoon,Mar,Tues
03-08-2016 15:35,03-08-2016 16:00,Business,Waverly Place,Whitebridge,7.6,Meal/Entertain,2016-03-08 15:35:00,2016-03-08 16:00:00,25.0,2016-03-08,2016,3,March,Tuesday,15,Afternoon,Mar,Tues
03-10-2016 03:36,03-10-2016 03:53,Business,Cary,Morrisville,8.4,Meeting,2016-03-10 03:36:00,2016-03-10 03:53:00,17.0,2016-03-10,2016,3,March,Thursday,3,Morning,Mar,Thus
03-10-2016 10:08,03-10-2016 10:37,Business,East Austin,West University,12.8,Meeting,2016-03-10 10:08:00,2016-03-10 10:37:00,29.0,2016-03-10,2016,3,March,Thursday,10,Morning,Mar,Thus
03-11-2016 09:47,03-11-2016 09:59,Business,The Drag,Congress Ave District,2.0,Meal/Entertain,2016-03-11 09:47:00,2016-03-11 09:59:00,12.0,2016-03-11,2016,3,March,Friday,9,Morning,Mar,Fri
3/13/2016 9:07,3/13/2016 9:37,Business,The Drag,Convention Center District,5.7,Meal/Entertain,2016-03-13 09:07:00,2016-03-13 09:37:00,30.0,2016-03-13,2016,3,March,Sunday,9,Morning,Mar,Sun
3/13/2016 18:23,3/13/2016 18:43,Business,South Congress,North Austin,8.4,Meal/Entertain,2016-03-13 18:23:00,2016-03-13 18:43:00,20.0,2016-03-13,2016,3,March,Sunday,18,Evening,Mar,Sun
3/13/2016 20:07,3/13/2016 20:28,Business,Georgian Acres,The Drag,6.2,Meal/Entertain,2016-03-13 20:07:00,2016-03-13 20:28:00,21.0,2016-03-13,2016,3,March,Sunday,20,Night,Mar,Sun
3/13/2016 20:39,3/13/2016 20:58,Business,The Drag,North Austin,10.5,Meal/Entertain,2016-03-13 20:39:00,2016-03-13 20:58:00,19.0,2016-03-13,2016,3,March,Sunday,20,Night,Mar,Sun
3/13/2016 21:11,3/13/2016 21:23,Business,North Austin,Coxville,7.2,Meal/Entertain,2016-03-13 21:11:00,2016-03-13 21:23:00,12.0,2016-03-13,2016,3,March,Sunday,21,Night,Mar,Sun
3/14/2016 8:34,3/14/2016 8:49,Business,The Drag,South Congress,2.0,Errand/Supplies,2016-03-14 08:34:00,2016-03-14 08:49:00,15.0,2016-03-14,2016,3,March,Monday,8,Morning,Mar,Mon
3/15/2016 8:45,3/15/2016 8:57,Business,The Drag,Convention Center District,2.0,Meal/Entertain,2016-03-15 08:45:00,2016-03-15 08:57:00,12.0,2016-03-15,2016,3,March,Tuesday,8,Morning,Mar,Tues
3/15/2016 20:48,3/15/2016 21:01,Business,Downtown,The Drag,2.8,Meal/Entertain,2016-03-15 20:48:00,2016-03-15 21:01:00,13.0,2016-03-15,2016,3,March,Tuesday,20,Night,Mar,Tues
3/16/2016 11:34,3/16/2016 11:45,Business,The Drag,Congress Ave District,1.7,Meal/Entertain,2016-03-16 11:34:00,2016-03-16 11:45:00,11.0,2016-03-16,2016,3,March,Wednesday,11,Afternoon,Mar,Wed
3/16/2016 18:43,3/16/2016 18:56,Business,West University,Congress Ave District,2.1,Meal/Entertain,2016-03-16 18:43:00,2016-03-16 18:56:00,13.0,2016-03-16,2016,3,March,Wednesday,18,Evening,Mar,Wed
3/17/2016 12:52,3/17/2016 15:11,Business,Austin,Katy,136.0,Customer Visit,2016-03-17 12:52:00,2016-03-17 15:11:00,139.0,2016-03-17,2016,3,March,Thursday,12,Afternoon,Mar,Thus
3/17/2016 15:16,3/17/2016 15:58,Business,Katy,Houston,30.2,Meeting,2016-03-17 15:16:00,2016-03-17 15:58:00,42.0,2016-03-17,2016,3,March,Thursday,15,Afternoon,Mar,Thus
3/17/2016 17:20,3/17/2016 18:02,Business,Midtown,Alief,15.5,Meal/Entertain,2016-03-17 17:20:00,2016-03-17 18:02:00,42.0,2016-03-17,2016,3,March,Thursday,17,Evening,Mar,Thus
3/18/2016 7:15,3/18/2016 7:21,Business,Midtown,Midtown,1.1,Meal/Entertain,2016-03-18 07:15:00,2016-03-18 07:21:00,6.0,2016-03-18,2016,3,March,Friday,7,Morning,Mar,Fri
3/18/2016 8:35,3/18/2016 8:43,Business,Midtown,Midtown,1.1,Meal/Entertain,2016-03-18 08:35:00,2016-03-18 08:43:00,8.0,2016-03-18,2016,3,March,Friday,8,Morning,Mar,Fri
3/18/2016 18:24,3/18/2016 19:08,Business,Midtown,Sharpstown,13.2,Meeting,2016-03-18 18:24:00,2016-03-18 19:08:00,44.0,2016-03-18,2016,3,March,Friday,18,Evening,Mar,Fri
3/18/2016 19:23,3/18/2016 19:29,Business,Sharpstown,Sharpstown,1.0,Errand/Supplies,2016-03-18 19:23:00,2016-03-18 19:29:00,6.0,2016-03-18,2016,3,March,Friday,19,Evening,Mar,Fri
3/18/2016 21:01,3/18/2016 21:15,Business,Sharpstown,Midtown,9.2,Customer Visit,2016-03-18 21:01:00,2016-03-18 21:15:00,14.0,2016-03-18,2016,3,March,Friday,21,Night,Mar,Fri
3/19/2016 9:10,3/19/2016 9:25,Business,Midtown,Sharpstown,9.4,Meal/Entertain,2016-03-19 09:10:00,2016-03-19 09:25:00,15.0,2016-03-19,2016,3,March,Saturday,9,Morning,Mar,Sat
3/19/2016 12:50,3/19/2016 13:13,Business,Houston,Sugar Land,12.0,Customer Visit,2016-03-19 12:50:00,2016-03-19 13:13:00,23.0,2016-03-19,2016,3,March,Saturday,12,Afternoon,Mar,Sat
3/19/2016 14:01,3/19/2016 14:57,Business,Sugar Land,Houston,35.1,Customer Visit,2016-03-19 14:01:00,2016-03-19 14:57:00,56.0,2016-03-19,2016,3,March,Saturday,14,Afternoon,Mar,Sat
3/19/2016 15:34,3/19/2016 16:38,Business,Houston,Galveston,36.5,Meal/Entertain,2016-03-19 15:34:00,2016-03-19 16:38:00,64.0,2016-03-19,2016,3,March,Saturday,15,Afternoon,Mar,Sat
3/19/2016 17:17,3/19/2016 17:32,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,2016-03-19 17:17:00,2016-03-19 17:32:00,15.0,2016-03-19,2016,3,March,Saturday,17,Evening,Mar,Sat
3/19/2016 17:37,3/19/2016 17:47,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,2016-03-19 17:37:00,2016-03-19 17:47:00,10.0,2016-03-19,2016,3,March,Saturday,17,Evening,Mar,Sat
3/19/2016 18:53,3/19/2016 19:29,Business,Port Bolivar,Galveston,7.5,Meeting,2016-03-19 18:53:00,2016-03-19 19:29:00,36.0,2016-03-19,2016,3,March,Saturday,18,Evening,Mar,Sat
3/19/2016 19:33,3/19/2016 20:39,Business,Galveston,Houston,57.0,Customer Visit,2016-03-19 19:33:00,2016-03-19 20:39:00,66.0,2016-03-19,2016,3,March,Saturday,19,Evening,Mar,Sat
3/20/2016 7:37,3/20/2016 7:48,Business,Midtown,Washington Avenue,5.9,Meeting,2016-03-20 07:37:00,2016-03-20 07:48:00,11.0,2016-03-20,2016,3,March,Sunday,7,Morning,Mar,Sun
3/20/2016 11:42,3/20/2016 11:56,Business,Washington Avenue,Midtown,6.2,Meeting,2016-03-20 11:42:00,2016-03-20 11:56:00,14.0,2016-03-20,2016,3,March,Sunday,11,Afternoon,Mar,Sun
3/20/2016 18:45,3/20/2016 19:06,Business,Briar Meadow,Midtown,9.6,Customer Visit,2016-03-20 18:45:00,2016-03-20 19:06:00,21.0,2016-03-20,2016,3,March,Sunday,18,Evening,Mar,Sun
3/21/2016 16:05,3/21/2016 16:13,Business,Downtown,Midtown,0.9,Meal/Entertain,2016-03-21 16:05:00,2016-03-21 16:13:00,8.0,2016-03-21,2016,3,March,Monday,16,Evening,Mar,Mon
3/21/2016 20:18,3/21/2016 20:55,Business,Sharpstown,Midtown,25.6,Meal/Entertain,2016-03-21 20:18:00,2016-03-21 20:55:00,37.0,2016-03-21,2016,3,March,Monday,20,Night,Mar,Mon
3/22/2016 6:17,3/22/2016 6:43,Business,Midtown,Greater Greenspoint,23.0,Meal/Entertain,2016-03-22 06:17:00,2016-03-22 06:43:00,26.0,2016-03-22,2016,3,March,Tuesday,6,Morning,Mar,Tues
3/25/2016 13:24,3/25/2016 16:22,Business,Cary,Latta,144.0,Customer Visit,2016-03-25 13:24:00,2016-03-25 16:22:00,178.0,2016-03-25,2016,3,March,Friday,13,Afternoon,Mar,Fri
3/25/2016 16:52,3/25/2016 22:22,Business,Latta,Jacksonville,310.3,Customer Visit,2016-03-25 16:52:00,2016-03-25 22:22:00,330.0,2016-03-25,2016,3,March,Friday,16,Evening,Mar,Fri
3/25/2016 22:54,3/26/2016 1:39,Business,Jacksonville,Kissimmee,201.0,Meeting,2016-03-25 22:54:00,2016-03-26 01:39:00,165.0,2016-03-25,2016,3,March,Friday,22,Night,Mar,Fri
3/27/2016 0:31,3/27/2016 0:40,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,2016-03-27 00:31:00,2016-03-27 00:40:00,9.0,2016-03-27,2016,3,March,Sunday,0,Morning,Mar,Sun
3/27/2016 1:11,3/27/2016 1:23,Business,Orlando,Kissimmee,6.6,Meal/Entertain,2016-03-27 01:11:00,2016-03-27 01:23:00,12.0,2016-03-27,2016,3,March,Sunday,1,Morning,Mar,Sun
3/27/2016 15:31,3/27/2016 15:56,Business,Kissimmee,Orlando,6.1,Customer Visit,2016-03-27 15:31:00,2016-03-27 15:56:00,25.0,2016-03-27,2016,3,March,Sunday,15,Afternoon,Mar,Sun
3/30/2016 22:05,3/30/2016 22:55,Business,Orlando,Kissimmee,28.8,Meal/Entertain,2016-03-30 22:05:00,2016-03-30 22:55:00,50.0,2016-03-30,2016,3,March,Wednesday,22,Night,Mar,Wed
3/31/2016 12:47,3/31/2016 13:22,Business,Kissimmee,Orlando,16.1,Temporary Site,2016-03-31 12:47:00,2016-03-31 13:22:00,35.0,2016-03-31,2016,3,March,Thursday,12,Afternoon,Mar,Thus
3/31/2016 14:37,3/31/2016 15:09,Business,Orlando,Kissimmee,16.4,Meal/Entertain,2016-03-31 14:37:00,2016-03-31 15:09:00,32.0,2016-03-31,2016,3,March,Thursday,14,Afternoon,Mar,Thus
04-01-2016 13:43,04-01-2016 14:01,Business,Kissimmee,Kissimmee,11.0,Meeting,2016-04-01 13:43:00,2016-04-01 14:01:00,18.0,2016-04-01,2016,4,April,Friday,13,Afternoon,April,Fri
04-01-2016 14:36,04-01-2016 15:24,Business,Kissimmee,Orlando,15.5,Customer Visit,2016-04-01 14:36:00,2016-04-01 15:24:00,48.0,2016-04-01,2016,4,April,Friday,14,Afternoon,April,Fri
04-01-2016 16:01,04-01-2016 16:49,Business,Orlando,Kissimmee,20.3,Meeting,2016-04-01 16:01:00,2016-04-01 16:49:00,48.0,2016-04-01,2016,4,April,Friday,16,Evening,April,Fri
04-02-2016 12:21,04-02-2016 14:47,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,2016-04-02 12:21:00,2016-04-02 14:47:00,146.0,2016-04-02,2016,4,April,Saturday,12,Afternoon,April,Sat
04-02-2016 16:57,04-02-2016 18:09,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,2016-04-02 16:57:00,2016-04-02 18:09:00,72.0,2016-04-02,2016,4,April,Saturday,16,Evening,April,Sat
04-02-2016 19:38,04-02-2016 22:36,Business,Jacksonville,Ridgeland,174.2,Customer Visit,2016-04-02 19:38:00,2016-04-02 22:36:00,178.0,2016-04-02,2016,4,April,Saturday,19,Evening,April,Sat
04-02-2016 23:11,04-03-2016 01:34,Business,Ridgeland,Florence,144.0,Meeting,2016-04-02 23:11:00,2016-04-03 01:34:00,143.0,2016-04-02,2016,4,April,Saturday,23,Night,April,Sat
04-03-2016 02:00,04-03-2016 04:16,Business,Florence,Cary,159.3,Meeting,2016-04-03 02:00:00,2016-04-03 04:16:00,136.0,2016-04-03,2016,4,April,Sunday,2,Morning,April,Sun
04-05-2016 21:39,04-05-2016 21:55,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,2016-04-05 21:39:00,2016-04-05 21:55:00,16.0,2016-04-05,2016,4,April,Tuesday,21,Night,April,Tues
04-06-2016 00:19,04-06-2016 00:39,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,2016-04-06 00:19:00,2016-04-06 00:39:00,20.0,2016-04-06,2016,4,April,Wednesday,0,Morning,April,Wed
04-07-2016 18:20,04-07-2016 18:39,Business,Cary,Morrisville,6.1,Meal/Entertain,2016-04-07 18:20:00,2016-04-07 18:39:00,19.0,2016-04-07,2016,4,April,Thursday,18,Evening,April,Thus
04-07-2016 19:45,04-07-2016 20:00,Business,Morrisville,Cary,6.1,Errand/Supplies,2016-04-07 19:45:00,2016-04-07 20:00:00,15.0,2016-04-07,2016,4,April,Thursday,19,Evening,April,Thus
04-08-2016 12:30,04-08-2016 12:48,Business,Cary,Durham,10.5,Meeting,2016-04-08 12:30:00,2016-04-08 12:48:00,18.0,2016-04-08,2016,4,April,Friday,12,Afternoon,April,Fri
04-08-2016 13:34,04-08-2016 13:51,Business,Durham,Cary,8.7,Meal/Entertain,2016-04-08 13:34:00,2016-04-08 13:51:00,17.0,2016-04-08,2016,4,April,Friday,13,Afternoon,April,Fri
04-08-2016 13:55,04-08-2016 14:03,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,2016-04-08 13:55:00,2016-04-08 14:03:00,8.0,2016-04-08,2016,4,April,Friday,13,Afternoon,April,Fri
04-08-2016 14:43,04-08-2016 15:20,Business,Cary,Raleigh,19.1,Meeting,2016-04-08 14:43:00,2016-04-08 15:20:00,37.0,2016-04-08,2016,4,April,Friday,14,Afternoon,April,Fri
04-08-2016 16:05,04-08-2016 16:47,Business,Raleigh,Cary,18.6,Meeting,2016-04-08 16:05:00,2016-04-08 16:47:00,42.0,2016-04-08,2016,4,April,Friday,16,Evening,April,Fri
04-12-2016 09:15,04-12-2016 09:26,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,2016-04-12 09:15:00,2016-04-12 09:26:00,11.0,2016-04-12,2016,4,April,Tuesday,9,Morning,April,Tues
04-12-2016 09:34,04-12-2016 09:53,Business,Cary,Raleigh,8.9,Meeting,2016-04-12 09:34:00,2016-04-12 09:53:00,19.0,2016-04-12,2016,4,April,Tuesday,9,Morning,April,Tues
04-12-2016 10:58,04-12-2016 11:18,Business,Meredith,Cedar Hill,7.5,Customer Visit,2016-04-12 10:58:00,2016-04-12 11:18:00,20.0,2016-04-12,2016,4,April,Tuesday,10,Morning,April,Tues
04-12-2016 12:22,04-12-2016 12:44,Business,Raleigh,Morrisville,15.9,Meeting,2016-04-12 12:22:00,2016-04-12 12:44:00,22.0,2016-04-12,2016,4,April,Tuesday,12,Afternoon,April,Tues
04-12-2016 13:42,04-12-2016 14:01,Business,Morrisville,Cary,6.5,Meal/Entertain,2016-04-12 13:42:00,2016-04-12 14:01:00,19.0,2016-04-12,2016,4,April,Tuesday,13,Afternoon,April,Tues
4/14/2016 7:29,4/14/2016 8:09,Business,Cary,Holly Springs,15.3,Temporary Site,2016-04-14 07:29:00,2016-04-14 08:09:00,40.0,2016-04-14,2016,4,April,Thursday,7,Morning,April,Thus
4/14/2016 16:00,4/14/2016 16:43,Business,Holly Springs,Cary,13.7,Temporary Site,2016-04-14 16:00:00,2016-04-14 16:43:00,43.0,2016-04-14,2016,4,April,Thursday,16,Evening,April,Thus
4/15/2016 11:36,4/15/2016 12:07,Business,Cary,Raleigh,11.9,Temporary Site,2016-04-15 11:36:00,2016-04-15 12:07:00,31.0,2016-04-15,2016,4,April,Friday,11,Afternoon,April,Fri
4/15/2016 12:29,4/15/2016 12:32,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,2016-04-15 12:29:00,2016-04-15 12:32:00,3.0,2016-04-15,2016,4,April,Friday,12,Afternoon,April,Fri
4/15/2016 14:31,4/15/2016 15:01,Business,Raleigh,Cary,15.2,Meeting,2016-04-15 14:31:00,2016-04-15 15:01:00,30.0,2016-04-15,2016,4,April,Friday,14,Afternoon,April,Fri
4/16/2016 12:59,4/16/2016 13:17,Business,Cary,Morrisville,6.0,Errand/Supplies,2016-04-16 12:59:00,2016-04-16 13:17:00,18.0,2016-04-16,2016,4,April,Saturday,12,Afternoon,April,Sat
4/16/2016 15:10,4/16/2016 15:26,Business,Morrisville,Cary,6.1,Meal/Entertain,2016-04-16 15:10:00,2016-04-16 15:26:00,16.0,2016-04-16,2016,4,April,Saturday,15,Afternoon,April,Sat
4/19/2016 17:44,4/19/2016 18:08,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,2016-04-19 17:44:00,2016-04-19 18:08:00,24.0,2016-04-19,2016,4,April,Tuesday,17,Evening,April,Tues
4/19/2016 19:57,4/19/2016 20:19,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,2016-04-19 19:57:00,2016-04-19 20:19:00,22.0,2016-04-19,2016,4,April,Tuesday,19,Evening,April,Tues
4/22/2016 8:25,4/22/2016 9:04,Business,Cary,Raleigh,13.6,Meeting,2016-04-22 08:25:00,2016-04-22 09:04:00,39.0,2016-04-22,2016,4,April,Friday,8,Morning,April,Fri
4/22/2016 10:10,4/22/2016 10:40,Business,Raleigh,Cary,22.5,Meeting,2016-04-22 10:10:00,2016-04-22 10:40:00,30.0,2016-04-22,2016,4,April,Friday,10,Morning,April,Fri
4/22/2016 12:08,4/22/2016 12:28,Business,Cary,Durham,10.4,Meeting,2016-04-22 12:08:00,2016-04-22 12:28:00,20.0,2016-04-22,2016,4,April,Friday,12,Afternoon,April,Fri
4/22/2016 13:02,4/22/2016 13:26,Business,Durham,Cary,10.0,Meeting,2016-04-22 13:02:00,2016-04-22 13:26:00,24.0,2016-04-22,2016,4,April,Friday,13,Afternoon,April,Fri
4/23/2016 17:03,4/23/2016 17:16,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,2016-04-23 17:03:00,2016-04-23 17:16:00,13.0,2016-04-23,2016,4,April,Saturday,17,Evening,April,Sat
4/23/2016 18:49,4/23/2016 19:05,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,2016-04-23 18:49:00,2016-04-23 19:05:00,16.0,2016-04-23,2016,4,April,Saturday,18,Evening,April,Sat
